id,name,urban_area,state_code,state,postcode,type,latitude,longitude,elevation,population,median_income,area_sq_km,local_government_area,region,time_zone
1562,Bornholm,,WA,Western Australia,6330,Rural locality,-35.05809,117.58480,61,104,25688,34.17100,Albany (City),Western Australia - Wheat Belt,Australia/Perth
1563,Boro,,NSW,New South Wales,2622,Rural locality,-35.14289,149.66159,693,94,38428,60.70300,Queanbeyan-Palerang Regional (Area),Capital Region,Australia/Sydney
1564,Boronia,Melbourne,VIC,Victoria,3155,Suburb,-37.86272,145.28703,121,22195,34216,11.34000,Knox (City),Melbourne - Outer East,Australia/Melbourne
1565,Boronia Heights,Brisbane,QLD,Queensland,4124,Suburb,-27.69060,153.02222,50,7862,31668,4.25800,Logan (City),Logan - Beaudesert,Australia/Brisbane
1566,Bororen,,QLD,Queensland,4678,Rural locality,-24.24319,151.49585,65,398,26728,330.29500,Gladstone (Regional Council),Central Queensland,Australia/Brisbane
1567,Borrika,,SA,South Australia,5309,Rural locality,-35.02349,140.04619,56,42,29900,181.11700,Karoonda East Murray (District Council),South Australia - South East,Australia/Adelaide
1568,Borroloola,,NT,Northern Territory,0854,Urban locality,-16.07075,136.30912,12,871,22048,12.56300,Roper Gulf (Regional Council),Northern Territory - Outback,Australia/Darwin
1569,Borung,,VIC,Victoria,3518,Rural locality,-36.29138,143.75175,120,82,19188,117.94500,Loddon (Shire),Bendigo,Australia/Melbourne
1570,Boscabel,,WA,Western Australia,6394,Rural locality,-33.69876,117.11377,281,64,42640,201.44000,Kojonup (Shire),Western Australia - Wheat Belt,Australia/Perth
1571,Bossley Park,Sydney,NSW,New South Wales,2176,Suburb,-33.86626,150.88415,52,14585,25012,4.53600,Fairfield (City),Sydney - South West,Australia/Sydney
1572,Bostobrick,,NSW,New South Wales,2453,Rural locality,-30.27720,152.62792,705,136,23400,66.02900,Bellingen (Area),Coffs Harbour - Grafton,Australia/Sydney
1573,Bostocks Creek,,VIC,Victoria,3260,Rural locality,-38.29617,143.11521,137,83,31148,23.51800,Corangamite (Shire),Warrnambool and South West,Australia/Melbourne
1574,Boston,,SA,South Australia,5607,Rural locality,-34.68684,135.82693,153,969,39884,9.92800,Lower Eyre Peninsula (District Council),South Australia - Outback,Australia/Adelaide
1575,Botanic Ridge,Melbourne,VIC,Victoria,3977,Suburb,-38.14155,145.26556,77,3919,48776,6.16300,Casey (City),Melbourne - South East,Australia/Melbourne
1576,Botany,Sydney,NSW,New South Wales,2019,Suburb,-33.94477,151.19653,10,10817,46800,3.21100,Bayside (Area),Sydney - City and Inner South,Australia/Sydney
1577,Bothwell,,TAS,Tasmania,7030,Urban locality,-42.38192,147.00561,352,485,28132,756.87500,Central Highlands (Municipality),South East,Australia/Hobart
1578,Botobolar,,NSW,New South Wales,2850,Rural locality,-32.51293,149.79755,610,87,39624,96.61200,Mid-Western Regional (Area),Central West,Australia/Sydney
1579,Bottle Creek,,NSW,New South Wales,2469,Rural locality,-28.78879,152.64809,195,22,17316,25.76300,Kyogle (Area),Richmond - Tweed,Australia/Sydney
1580,Bouddi,Central Coast,NSW,New South Wales,2251,Suburb,-33.51154,151.40079,160,4,0,6.97600,Central Coast (City),Central Coast,Australia/Sydney
1581,Boulder,,WA,Western Australia,6432,Major urban locality,-30.78190,121.48874,362,4825,43316,4.39900,Kalgoorlie/Boulder (City),Western Australia - Outback (South),Australia/Perth
1582,Bouldercombe,,QLD,Queensland,4702,Urban locality,-23.56545,150.47228,84,1085,34632,160.82700,Rockhampton (Regional Council),Central Queensland,Australia/Brisbane
1583,Boulder Creek,,QLD,Queensland,4714,Rural locality,-23.69579,150.33784,211,12,29848,64.36400,Rockhampton (Regional Council),Central Queensland,Australia/Brisbane
1584,Boulia,,QLD,Queensland,4829,Urban locality,-22.90968,139.90684,159,301,39676,145.42500,Boulia (Shire),Queensland - Outback,Australia/Brisbane
1585,Boundain,,WA,Western Australia,6312,Rural locality,-32.94672,117.36319,342,49,35100,214.94700,Narrogin (Shire),Western Australia - Wheat Belt,Australia/Perth
1586,Boundary Bend,,VIC,Victoria,3599,Rural locality,-34.71610,143.15074,67,132,27300,163.78800,Swan Hill (Rural City),North West,Australia/Melbourne
1587,Bountiful Islands,,QLD,Queensland,4871,Rural locality,-16.66442,139.86295,11,0,0,4.68300,Mornington (Shire),Queensland - Outback,Australia/Brisbane
1588,Bourbah,,NSW,New South Wales,2828,Rural locality,-31.28598,148.26613,205,40,27300,436.69800,Coonamble (Area),Far West and Orana,Australia/Sydney
1589,Bourke,,NSW,New South Wales,2840,Urban locality,-30.08885,145.93774,111,1909,38948,3882.79200,Bourke (Area),Far West and Orana,Australia/Sydney
1590,Bourkelands,Wagga Wagga,NSW,New South Wales,2650,Suburb,-35.15593,147.34705,230,2852,44720,2.10100,Wagga Wagga (City),Riverina,Australia/Sydney
1591,Bournda,,NSW,New South Wales,2548,Rural locality,-36.83680,149.91300,25,152,37700,82.44100,Bega Valley (Area),Capital Region,Australia/Sydney
1592,Bournewood,,NSW,New South Wales,2868,Rural locality,-32.75242,148.75352,487,53,43316,116.04500,Dubbo Regional (Area),Far West and Orana,Australia/Sydney
1593,Bouvard,,WA,Western Australia,6211,Rural locality,-32.67284,115.64204,17,826,25896,33.08700,Mandurah (City),Mandurah,Australia/Perth
1594,Bovell,Busselton,WA,Western Australia,6280,Suburb,-33.67958,115.35720,6,472,38896,13.33500,Busselton (City),Bunbury,Australia/Perth
1595,Bowan Park,,NSW,New South Wales,2864,Rural locality,-33.32396,148.80572,499,117,37180,64.19000,Cabonne (Area),Central West,Australia/Sydney
1596,Bow Bowing,Sydney,NSW,New South Wales,2566,Suburb,-34.01534,150.83682,74,1602,38688,0.76300,Campbelltown (City),Sydney - Outer South West,Australia/Sydney
1597,Bow Bridge,,WA,Western Australia,6333,Rural locality,-34.96778,116.95342,13,73,27664,112.72400,Denmark (Shire),Western Australia - Wheat Belt,Australia/Perth
1598,Bowden,Adelaide,SA,South Australia,5007,Suburb,-34.90428,138.57871,26,911,34892,0.39700,Charles Sturt (City),Adelaide - West,Australia/Adelaide
1599,Bowelling,,WA,Western Australia,6225,Rural locality,-33.42115,116.48336,243,83,27560,700.11500,West Arthur (Shire),Western Australia - Wheat Belt,Australia/Perth
1600,Bowen,,QLD,Queensland,4805,Urban locality,-20.01211,148.24627,13,10377,30420,1796.27100,Whitsunday (Regional Council),Mackay - Isaac - Whitsunday,Australia/Brisbane
1601,Bowenfels,,NSW,New South Wales,2790,Rural locality,-33.47160,150.12411,924,2048,22984,21.82700,Lithgow (City),Central West,Australia/Sydney
1602,Bowen Hills,Brisbane,QLD,Queensland,4006,Suburb,-27.44416,153.03841,9,3226,44564,1.71800,Brisbane (City),Brisbane Inner City,Australia/Brisbane
1603,Bowen Mountain,,NSW,New South Wales,2753,Urban locality,-33.57387,150.62782,393,1571,39416,20.01700,Hawkesbury (City),Sydney - Baulkham Hills and Hawkesbury,Australia/Sydney
1604,Bowenvale,,VIC,Victoria,3465,Rural locality,-36.98344,143.69912,193,181,23920,17.92900,Central Goldfields (Shire),Ballarat,Australia/Melbourne
1605,Bowenville,,QLD,Queensland,4404,Rural locality,-27.30582,151.49052,376,250,39156,297.79000,Toowoomba (Regional Council),Darling Downs - Maranoa,Australia/Brisbane
1606,Bower,,SA,South Australia,5374,Rural locality,-34.06679,139.29320,171,47,18772,237.77700,Goyder (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
1607,Bowes,,WA,Western Australia,6535,Rural locality,-28.44806,114.59722,130,113,29900,222.52600,Northampton (Shire),Western Australia - Outback (South),Australia/Perth
1608,Boweya,,VIC,Victoria,3675,Rural locality,-36.26979,146.13132,181,41,47788,42.74500,Benalla (Rural City),Hume,Australia/Melbourne
1609,Boweya North,,VIC,Victoria,3675,Rural locality,-36.23039,146.10722,218,43,40768,24.51400,Moira (Shire),Shepparton,Australia/Melbourne
1610,Bowgada,,WA,Western Australia,6623,Rural locality,-29.33013,116.15228,302,39,56836,769.75800,Perenjori (Shire),Western Australia - Outback (South),Australia/Perth
1611,Bowhill,,SA,South Australia,5238,Rural locality,-34.89587,139.61994,29,138,24232,261.58500,Mid Murray (District Council),South Australia - South East,Australia/Adelaide
1612,Bowillia,,SA,South Australia,5461,Rural locality,-33.95653,138.39391,90,30,29900,77.03200,Wakefield (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
1613,Bowling Alley Point,,NSW,New South Wales,2340,Rural locality,-31.39790,151.14527,534,32,16900,36.63700,Tamworth Regional (Area),New England and North West,Australia/Sydney
1614,Bowman,,NSW,New South Wales,2422,Rural locality,-31.93338,151.83038,230,139,27508,60.44900,Mid-Coast (Area),Mid North Coast,Australia/Sydney
1615,Bowman Farm,,NSW,New South Wales,2422,Rural locality,-31.92532,151.92029,116,47,20488,46.56200,Mid-Coast (Area),Mid North Coast,Australia/Sydney
1616,Bowmans,,SA,South Australia,5550,Rural locality,-34.16005,138.25936,30,58,22100,64.30600,Wakefield (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
1617,Bowmans Creek,,NSW,New South Wales,2330,Rural locality,-32.28291,151.11387,220,8,37700,68.23300,Singleton (Area),Hunter Valley exc Newcastle,Australia/Sydney
1618,Bowmans Forest,,VIC,Victoria,3735,Rural locality,-36.46830,146.62418,209,96,37232,56.08800,Wangaratta (Rural City),Hume,Australia/Melbourne
1619,Bowna,,NSW,New South Wales,2644,Rural locality,-35.96498,147.13086,270,110,46800,116.81500,Greater Hume Shire (Area),Murray,Australia/Sydney
1620,Bowning,,NSW,New South Wales,2582,Urban locality,-34.76790,148.81470,535,573,37128,292.68100,Yass Valley (Area),Capital Region,Australia/Sydney
1621,Bowral,,NSW,New South Wales,2576,Major urban locality,-34.47780,150.41809,679,10335,34060,37.18100,Wingecarribee (Area),Southern Highlands and Shoalhaven,Australia/Sydney
1622,Bowraville,,NSW,New South Wales,2449,Urban locality,-30.64190,152.85456,19,1122,22880,27.78400,Nambucca Valley (Area),Mid North Coast,Australia/Sydney
1623,Bowser,,VIC,Victoria,3678,Rural locality,-36.31462,146.36443,152,47,42640,5.29600,Wangaratta (Rural City),Hume,Australia/Melbourne
1624,Boxers Creek,,NSW,New South Wales,2580,Rural locality,-34.73262,149.80734,630,226,29900,78.82200,Goulburn Mulwaree (Area),Capital Region,Australia/Sydney
1625,Box Head,Central Coast,NSW,New South Wales,2257,Suburb,-33.53602,151.34449,81,0,0,1.96200,Central Coast (City),Central Coast,Australia/Sydney
1626,Box Hill,,NSW,New South Wales,2765,Rural locality,-33.63912,150.90470,74,902,35256,14.07900,The Hills Shire (Area),Sydney - Baulkham Hills and Hawkesbury,Australia/Sydney
1627,Box Hill,Melbourne,VIC,Victoria,3128,Suburb,-37.81746,145.11931,98,11395,24596,3.52200,Whitehorse (City),Melbourne - Inner East,Australia/Melbourne
1628,Box Hill North,Melbourne,VIC,Victoria,3129,Suburb,-37.80176,145.12687,78,11874,30212,3.96700,Whitehorse (City),Melbourne - Inner East,Australia/Melbourne
1629,Box Hill South,Melbourne,VIC,Victoria,3128,Suburb,-37.82874,145.12184,93,8434,31876,3.49000,Whitehorse (City),Melbourne - Inner East,Australia/Melbourne
1630,Box Ridge,,NSW,New South Wales,2357,Rural locality,-31.45163,149.48406,537,48,27248,290.02200,Warrumbungle Shire (Area),Far West and Orana,Australia/Sydney
1631,Boxwood,,VIC,Victoria,3725,Rural locality,-36.32389,145.79839,144,20,19448,26.08600,Greater Shepparton (City),Hume,Australia/Melbourne
1632,Boxwood Hill,,WA,Western Australia,6338,Rural locality,-34.36339,118.74435,136,84,48048,629.95300,Jerramungup (Shire),Western Australia - Wheat Belt,Australia/Perth
1633,Boya,Perth,WA,Western Australia,6056,Suburb,-31.91534,116.05442,58,647,42848,1.85700,Mundaring (Shire),Perth - North East,Australia/Perth
1634,Boyanup,,WA,Western Australia,6237,Urban locality,-33.48275,115.72773,40,1217,36088,70.59600,Capel (Shire),Bunbury,Australia/Perth
1635,Boyatup,,WA,Western Australia,6450,Rural locality,-33.74899,122.95492,95,29,68224,791.05300,Esperance (Shire),Western Australia - Outback (South),Australia/Perth
1636,Boydtown,,NSW,New South Wales,2551,Rural locality,-37.10475,149.87901,12,70,24544,9.35300,Bega Valley (Area),Capital Region,Australia/Sydney
1637,Boyer,,TAS,Tasmania,7140,Rural locality,-42.77586,147.10004,29,40,35100,11.43400,Derwent Valley (Municipality),Hobart,Australia/Hobart
1638,Boyerine,,WA,Western Australia,6316,Rural locality,-33.49779,117.41032,274,31,53612,191.09900,Woodanilling (Shire),Western Australia - Wheat Belt,Australia/Perth
1639,Boyland,,QLD,Queensland,4275,Rural locality,-27.94299,153.13284,65,823,38064,41.64700,Scenic Rim (Regional Council),Gold Coast,Australia/Brisbane
1640,Boynedale,,QLD,Queensland,4680,Rural locality,-24.21507,151.24824,39,17,27924,283.71900,Gladstone (Regional Council),Central Queensland,Australia/Brisbane
1641,Boyne Island,,QLD,Queensland,4680,Urban locality,-23.94779,151.35508,20,4760,36920,45.98500,Gladstone (Regional Council),Central Queensland,Australia/Brisbane
1642,Boyneside,,QLD,Queensland,4610,Rural locality,-26.71545,151.50813,559,58,28444,146.23900,South Burnett (Regional Council),Wide Bay,Australia/Brisbane
1643,Boyne Valley,,QLD,Queensland,4680,Rural locality,-24.38734,151.19356,137,358,23452,1183.48700,Gladstone (Regional Council),Central Queensland,Australia/Brisbane
1644,Boynewood,,QLD,Queensland,4626,Rural locality,-25.63297,151.27932,191,172,44720,57.39300,North Burnett (Regional Council),Wide Bay,Australia/Brisbane
1645,Boyup Brook,,WA,Western Australia,6244,Urban locality,-33.83293,116.38842,205,911,26676,211.96100,Boyup Brook (Shire),Bunbury,Australia/Perth
1646,Brabham,Perth,WA,Western Australia,6055,Suburb,-31.82702,115.97354,31,3307,49244,5.84400,Swan (City),Perth - North East,Australia/Perth
1647,Bracalba,,QLD,Queensland,4512,Rural locality,-27.01112,152.84103,81,111,34268,22.18300,Moreton Bay (Regional Council),Moreton Bay - North,Australia/Brisbane
1648,Bracewell,,QLD,Queensland,4695,Rural locality,-23.88983,150.89207,105,196,24856,143.25000,Gladstone (Regional Council),Central Queensland,Australia/Brisbane
1649,Bracken Ridge,Brisbane,QLD,Queensland,4017,Suburb,-27.32755,153.02594,19,16936,37180,8.11000,Brisbane (City),Brisbane - North,Australia/Brisbane
1650,Bracknell,,TAS,Tasmania,7302,Urban locality,-41.65201,146.93773,198,459,26572,60.08700,Meander Valley (Municipality),Launceston and North East,Australia/Hobart
1651,Bradbury,Sydney,NSW,New South Wales,2560,Suburb,-34.08601,150.81402,115,8800,31980,3.73400,Campbelltown (City),Sydney - Outer South West,Australia/Sydney
1652,Bradbury,,SA,South Australia,5153,Rural locality,-35.06286,138.72485,432,182,38064,12.09300,Adelaide Hills (District Council),Adelaide - Central and Hills,Australia/Adelaide
1653,Braddon,Canberra,ACT,Australian Capital Territory,2612,Suburb,-35.27062,149.13321,575,5500,58968,1.40800,Unincorporated,Australian Capital Territory,Australia/Sydney
1654,Bradford,,VIC,Victoria,3463,Rural locality,-36.91853,144.06764,238,9,31148,33.09600,Mount Alexander (Shire),Bendigo,Australia/Melbourne
1655,Bradshaw,,NT,Northern Territory,0852,Rural locality,-14.79523,131.03496,177,73,13156,14163.74700,Victoria Daly (Regional Council),Northern Territory - Outback,Australia/Darwin
1656,Bradvale,,VIC,Victoria,3361,Rural locality,-37.77977,143.40720,274,59,46800,98.16700,Corangamite (Shire),Warrnambool and South West,Australia/Melbourne
1657,Brady Creek,,SA,South Australia,5381,Rural locality,-33.96826,139.00005,428,20,22048,30.27400,Goyder (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
1658,Bradys Lake,,TAS,Tasmania,7140,Rural locality,-42.22707,146.48301,667,53,24388,38.21900,Central Highlands (Municipality),South East,Australia/Hobart
1659,Braefield,,NSW,New South Wales,2339,Rural locality,-31.55905,150.69630,388,62,36244,20.38700,Liverpool Plains (Area),New England and North West,Australia/Sydney
1660,Braemar,Bowral - Mittagong,NSW,New South Wales,2575,Suburb,-34.43057,150.48293,598,447,38220,2.29000,Wingecarribee (Area),Southern Highlands and Shoalhaven,Australia/Sydney
1661,Braemar Bay,,NSW,New South Wales,2628,Rural locality,-36.10312,148.65275,1164,21,26936,67.84400,Snowy Monaro Regional (Area),Capital Region,Australia/Sydney
1662,Braemeadows,,QLD,Queensland,4850,Rural locality,-18.62639,146.26600,6,290,36192,64.18900,Hinchinbrook (Shire),Townsville,Australia/Brisbane
1663,Braemore,,QLD,Queensland,4313,Rural locality,-27.04869,152.38905,91,138,20956,10.33900,Somerset (Regional Council),Ipswich,Australia/Brisbane
1664,Braeside,Melbourne,VIC,Victoria,3195,Suburb,-38.00830,145.11248,6,21,33748,8.53900,Kingston (City),Melbourne - Inner South,Australia/Melbourne
1665,Brahma Lodge,Adelaide,SA,South Australia,5109,Suburb,-34.77366,138.65842,42,3320,23660,1.34600,Salisbury (City),Adelaide - North,Australia/Adelaide
1666,Braidwood,,NSW,New South Wales,2622,Urban locality,-35.43770,149.80087,654,1651,31460,234.61600,Queanbeyan-Palerang Regional (Area),Capital Region,Australia/Sydney
1667,Braitling,Alice Springs,NT,Northern Territory,0870,Suburb,-23.67572,133.86677,594,3149,51324,4.87500,Alice Springs (Town),Northern Territory - Outback,Australia/Darwin
1668,Bramfield,,SA,South Australia,5670,Rural locality,-33.62117,134.99404,21,21,21684,213.99300,Elliston (District Council),South Australia - Outback,Australia/Adelaide
1669,Bramley,,WA,Western Australia,6285,Rural locality,-33.91956,115.10591,118,83,27456,50.72500,Augusta-Margaret River (Shire),Bunbury,Australia/Perth
1670,Bramston Beach,,QLD,Queensland,4871,Rural locality,-17.35305,146.01754,18,174,24804,42.81100,Cairns (Regional Council),Cairns,Australia/Brisbane
1671,Branch Creek,,QLD,Queensland,4625,Rural locality,-25.40743,151.40722,194,32,42588,288.66300,North Burnett (Regional Council),Wide Bay,Australia/Brisbane
1672,Branchview,,QLD,Queensland,4352,Rural locality,-27.61106,151.33576,365,17,54600,63.86100,Toowoomba (Regional Council),Darling Downs - Maranoa,Australia/Brisbane
1673,Brandon,,QLD,Queensland,4808,Urban locality,-19.55427,147.35371,11,1094,34320,110.43400,Burdekin (Shire),Townsville,Australia/Brisbane
1674,Brandum,,TAS,Tasmania,7304,Rural locality,-41.82140,146.67507,1047,11,22516,6.61000,Central Highlands (Municipality),South East,Australia/Hobart
1675,Brandy Creek,,QLD,Queensland,4800,Rural locality,-20.33547,148.67311,87,117,36504,6.26600,Whitsunday (Regional Council),Mackay - Isaac - Whitsunday,Australia/Brisbane
1676,Brandy Creek,,VIC,Victoria,3821,Rural locality,-38.10203,145.91276,135,100,38012,5.32100,Baw Baw (Shire),Latrobe - Gippsland,Australia/Melbourne
1677,Brandy Hill,,NSW,New South Wales,2324,Urban locality,-32.69380,151.69417,41,674,37232,5.39300,Port Stephens (Area),Hunter Valley exc Newcastle,Australia/Sydney
1678,Branxholm,,TAS,Tasmania,7261,Urban locality,-41.16849,147.73881,177,267,21372,44.77600,Dorset (Municipality),Launceston and North East,Australia/Hobart
